,group
-3847538850015486856,7
-3846801898826785588,0
-3845852408632561624,7
-3845046065455222134,8
-3844098072322828997,9
-3843163918570233526,7
-3842721546202866761,10
-3842698232355657155,1
-3841152612644710406,11
-3841104313807123623,8
-3841074005723052870,10
-3840963211664586981,4
-3840875038432255296,10
-3840569532026457838,10
-3839879559758500351,11
-3839598179393119976,7
-3838509001699112000,11
-3837846739709496811,0
-3836385276781857748,9
-3836384503165461988,8
-3835986098737666642,7
-3833837329173246306,2
-3833324947615611115,10
-3833160315871407986,11
-3832921226569613431,2
-3832259112915507697,2
-3832020178843593344,7
-3831711684758515157,7
-3831204301293358166,10
-3829959914619574667,4
-3829393271470429351,5
-3828303856924042495,10
-3828141302364789071,9
-3826825515917949239,7
-3826326284101098859,7
-3823669716019059838,7
-3823445132008412166,5
-3820459578558039085,5
-3818654833559084603,7
-3818045726154527071,7
-3817483151710695405,11
-3816796473313874883,3
-3816760287863803104,11
-3816540332437176919,11
-3816382455462511686,9
-3815550823496602184,5
-3815184155249123402,6
-3815104537349359510,9
-3814718912873185170,8
-3814180919025680073,8
-3813332388437012572,6
-3813107666075993373,0
-3812662603673251461,11
-3812599432875739654,1
-3812552504888597493,11
-3812516895429206850,7
-3811887070637786447,3
-3810467277264973619,11
-3809138174309740104,9
-3808473738899443814,9
-3808380562344646906,11
-3806508698346585590,6
-3806275340535287333,11
-3805731807158687050,9
-3805068702978741757,11
-3802788903735705962,11
-3801725439429263922,0
-3801125596599137095,7
-3798946449616467576,1
-3798321878260156642,3
-3797907708915210784,6
-3797811098196106267,9
-3796408014887679302,1
-3795487111324133346,7
-3794621441265859613,11
-3793750317385337142,10
-3791404692965689345,4
-3791295450864646612,8
-3791205680141369359,6
-3791140961415022314,11
-3790960057806712266,1
-3789841016715208078,7
-3789550481137956472,4
-3789448675306941358,7
-3788667589829948743,8
-3787219928274183304,2
-3785940305920065189,1
-3784491135807711694,6
-3784121437863313536,6
-3783291105465082174,6
-3782962401338229084,4
-3778054029514668538,1
-3777413417446956696,11
-3777365759755671971,3
-3775758989316758693,9
-3775607533245841772,10
-3773541936654648186,10
-3769773582208540569,7
-3769359669326735755,10
-3769331109688227250,5
-3768251199300267678,4
-3766548435790127465,2
-3765721181875683252,3
-3765607507787240610,8
-3764654192142496204,10
-3763184613455819474,10
-3762561587120285467,11
-3759648134965246564,1
-3759376154309383736,6
-3758671953780799960,1
-3758378446687660442,7
-3758000721832543774,6
-3757636580410605111,7
-3755271809843939221,7
-3753223876141297530,9
-3753030447815084472,9
-3752627150889581601,9
-3751259430750432334,1
-3750199852250455179,4
-3747108572354022884,4
-3746248670824158209,11
-3745958031159434099,7
-3743745956660896711,11
-3743092919447779257,5
-3742621038721235742,6
-3741786454908665651,9
-3741165505822961144,8
-3740324746075330265,3
-3740098358665005277,6
-3739256022094825218,2
-3737260208391359891,7
-3736318048665692053,9
-3735520915361967405,6
-3735054311352547457,11
-3734192577358142374,10
-3730802666003529964,6
-3730792357397717607,2
-3730395025703972263,4
-3730382991277897127,10
-3728360813660267657,4
-3727582332160961963,11
-3726939708031892279,11
-3726079726437062902,0
-3724288880857083612,7
-3724146953764402069,10
-3723982673998238134,6
-3723884214538800851,4
-3722163492869129680,1
-3720956254771077701,11
-3720826430666990843,7
-3719040332235068030,7
-3718947987689669154,11
-3718693448189408948,1
-3717722165850123532,4
-3717636594739449234,6
-3717345762051917955,8
-3713766532887942350,7
-3712098829324685898,10
-3710894276888499361,7
-3708927586218488873,2
-3708573934180019435,2
-3708437358897840722,3
-3707004850175710149,0
-3706812137444185455,4
-3706032565931762958,10
-3704654392141819052,3
-3704384903016296038,10
-3702770082872977318,5
-3702192586780650124,1
-3701655213355455000,11
-3700927877237364808,9
-3700868433721281168,1
-3695505048429839187,4
-3695487299346018557,2
-3693896569412725830,8
-3692729935199679568,9
-3692374498410115205,11
-3691291443149821911,10
-3688017140098860757,11
-3687326452607769215,10
-3685123904802498832,2
-3682663129541887814,11
-3681680076364047694,7
-3681439779862722822,10
-3680792582266044240,4
-3679300117848666850,2
-3677258503575126610,9
-3675856314199492165,5
-3674654954515368107,9
-3671007640178990049,6
-3669784774360184896,5
-3669308178838785015,6
-3669158668652229943,10
-3668284127036364729,8
-3666388226666585058,10
-3664197211064628823,11
-3663902403816264245,10
-3663568202459459303,5
-3662833727530908016,11
-3662328056685727145,10
-3661535389192509835,0
-3661291789598053000,6
-3660711561506655653,4
-3660668700824315911,5
-3659601957740130897,11
-3659187544394895398,8
-3658987293799902676,6
-3658877155191399733,8
-3657765330338789160,1
-3657643402634283847,11
-3656390190037550559,10
-3656132883647868884,6
-3656016481752525583,8
-3655401136413736004,0
-3651645366321067287,5
-3651503037200276851,11
-3650852731987265648,10
-3648794190937671404,11
-3644827617843534000,6
-3643037087986321109,6
-3642986419725264040,9
-3642745865579543432,8
-3641970131210381534,10
-3641795716958735622,0
-3641301817752358288,10
-3640646335882157371,10
-3639745623615243181,0
-3631281561206505070,11
-3630727808678297705,3
-3630300830995219892,11
-3629875151175490678,7
-3629677530196698392,9
-3627405671804286442,9
-3627235437304631965,11
-3625646381126814524,3
-3625304615751627908,3
-3624262745981611197,6
-3622766495905043853,9
-3622546394643221250,11
-3622323409467297744,10
-3621597192443607898,9
-3621005527329961930,10
-3619795452084197960,11
-3617973901328734766,10
-3616994975290398232,1
-3616383503969824387,0
-3616281196205186736,10
-3616033991756613502,0
-3615226243055855626,2
-3614885449158809047,6
-3614112780518100751,11
-3614015010480289622,10
-3613142884217550303,3
-3613072772301134080,9
-3612414349266670500,4
-3611459870232263893,6
-3610464632847765591,10
-3607512514525718654,6
-3606927452885545565,7
-3606559622274215737,7
-3605994714085915939,9
-3605623177766819734,10
-3604985656362445229,7
-3603109123597117163,1
-3601089393497038300,11
-3599536669266450529,7
-3599491252486985739,3
-3599160425194811239,7
-3599070676810653458,10
-3598618714844577244,8
-3598484314408674041,10
-3597376403932307879,0
-3597079827759423712,8
-3595796668362551159,7
-3595704762323072892,4
-3595565845176994040,7
-3594446714796971641,7
-3593663571332846304,5
-3592856128997831594,5
-3592642475282164492,7
-3591409926914233557,7
-3591235350383666552,5
-3590908039090302414,7
-3590835713200004419,10
-3589982913450988001,9
-3589252923271823438,11
-3588916219315832011,8
-3588865410416911079,8
-3588747489088136903,4
-3586932172619897554,0
-3585767416668842631,3
-3585628539346127372,1
-3584748071538324120,9
-3584579455123156518,11
-3582649976282748124,0
-3582123467107469257,10
-3581893867252209046,8
-3581842511064907453,9
-3581811956841384379,4
-3581577573518161351,11
-3580604989517429443,10
-3580238603094449387,6
-3579248952428552443,8
-3578599751576981278,6
-3577960888986455550,2
-3577885354187933653,11
-3577644804811514105,10
-3577387923657080992,6
-3576815769435657809,2
-3576237544053226818,1
-3576006344236746598,10
-3572970878124202063,2
-3571614937316464355,9
-3570700730673456220,4
-3570047525628566961,5
-3569962198902678507,5
-3569287016906827907,10
-3566023943424409390,7
-3565807419924252503,10
-3564792203455496289,10
-3564612841303810928,5
-3564203882560806367,0
-3563492102251464878,4
-3563443532735592766,8
-3562654938477101310,2
-3562543614254725893,0
-3561372241094842924,5
-3561206736982893481,11
-3560789211124009884,10
-3559980869201698472,2
-3559545904422437518,7
-3558438994006877936,9
-3558423254916417460,5
-3558340939747566190,7
-3556441911096295546,7
-3555802671943822661,3
-3555436734838334307,4
-3554879429075008892,0
-3554430663036689281,7
-3554364098304387742,11
-3553257224141696954,4
-3553163273803187612,6
-3552840544337965077,4
-3552762573159571338,11
-3552495621132643006,11
-3551017538127433661,11
-3550965884882641710,11
-3550482197639236677,2
-3549379862406584750,11
-3549047177029865456,7
-3548534293525408838,9
-3548243687397664504,8
-3548132448947435317,6
-3547648791947837275,6
-3547290364036119750,11
-3547248842331288719,7
-3546904219621186880,8
-3546804852377175029,1
-3545326871544926141,0
-3545051227488376763,10
-3544489052549064077,5
-3544094230964914959,2
-3543857354520718208,10
-3542979781695698753,10
-3541649923863661263,9
-3541119086095713048,10
-3539676979459793898,5
-3538737731115301822,8
-3538733236755918168,7
-3538656944381719212,6
-3537624079132860740,3
-3536757164410870802,8
-3536614279320275603,2
-3536359857156077680,7
-3535739904020251600,8
-3535704993443798355,7
-3534814437065683564,7
-3534025802112696077,10
-3532244909584794604,2
-3531685934699180679,11
-3531360300687565266,2
-3530650226457192230,10
-3529464420502905498,7
-3529314494950645522,10
-3527089490890289901,4
-3526973344230690148,10
-3526514430512613134,3
-3525761214255587760,4
-3525553524895718249,0
-3525099425212213634,10
-3524117137531113869,6
-3524087321480620353,4
-3523583496719569319,6
-3521506979553145574,2
-3521411458390327187,9
-3521194638011731814,10
-3519374920427844002,11
-3519367837457773421,4
-3518798689933319431,9
-3518440140583532963,11
-3517826256592702668,6
-3515470233135572673,8
-3514500934081393697,6
-3514045779757843204,2
-3513920479619207678,2
-3512459828260698583,5
-3511754847896327937,0
-3508665974218310797,9
-3508569212048883284,6
-3507298760041145746,2
-3506789263078258909,7
-3505977426972059767,7
-3504763386566348576,8
-3504402486166913441,8
-3503012350702104656,11
-3501685709342891361,7
-3501013751254750414,11
-3500551494919025706,10
-3496842922509929509,4
-3495889763760776467,6
-3495094876520022225,9
-3494603332821268152,9
-3493326593019359414,11
-3493122152833433143,2
-3491848535663093775,6
-3491405832357333137,8
-3491290302008387976,1
-3488728162494991291,9
-3488594824557501122,11
-3487847400917504260,9
-3487577127419711320,7
-3487143953606915346,4
-3486613131964343362,7
-3486408796090586175,7
-3486114010356201317,10
-3483052419972809284,11
-3482615378619900248,11
-3482589603385235133,6
-3482516006333190982,7
-3481378762195809095,10
-3480300224289263246,5
-3478844555229190721,7
-3478544424881630932,4
-3478460838412220438,11
-3477903745650302109,0
-3477423313185184484,0
-3477389573844314442,1
-3477264368442527808,7
-3476801932443128564,11
-3476354428447874975,3
-3475527250846401823,6
-3473808602199367913,4
-3473347094486117218,10
-3472188109864892676,9
-3471561656536697699,1
-3469745487284364657,9
-3469528190326765046,6
-3469371925484182921,8
-3469331624621434746,9
-3469315003894742409,8
-3468506463187426157,8
-3467577321916214278,4
-3467120400342132207,9
-3466700405566229536,9
-3466359484874320468,8
-3466291849344441592,3
-3466277166813843825,3
-3464129170775690143,4
-3463690163217422322,3
-3462702967514949945,2
-3462396182695644043,10
-3460501607059657015,10
-3459629091092636987,4
-3459597976956216138,0
-3458691648018069781,10
-3458419215028045658,6
-3456605012971282582,7
-3455899917465606994,5
-3453325456199276391,9
-3451682236502826461,9
-3451002238229922866,10
-3450971036007632809,4
-3449419341168524142,8
-3448880789268196230,6
-3448019895882125064,11
-3446388161875529251,9
-3446043329641179766,6
-3445674812297776455,7
-3445574202884178560,5
-3445471037036613553,4
-3443985378908114695,10
-3441949644822144862,11
-3441149835823131236,9
-3440926430976742138,11
-3440895614359251722,10
-3440786444775204221,2
-3439817733190895393,10
-3438996153992694155,11
-3438481244971388953,5
-3438423123182621674,11
-3438158744363364373,11
-3437717094295168571,10
-3437424406921150805,9
-3436684977473229824,10
-3435861803172626116,1
-3435859319097966713,11
-3434439284578235902,7
-3434090119065181205,2
-3433666254137700863,9
-3433572080562827750,8
-3433495716950355461,5
-3432629378226561989,3
-3431292504731814670,7
-3430606501224443164,3
-3430460284808041981,9
-3430219653350391467,9
-3429094633161372807,4
-3428002353067319388,10
-3427027955434450108,11
-3426968010908209409,8
-3426272358834352563,9
-3424976544920532338,10
-3423998252781866089,5
-3423233386772657175,7
-3422415371792702255,5
-3422169085760600144,5
-3422132305167042715,10
-3421385297190638371,6
-3420247004650486661,8
-3420118953158271408,11
-3420042650576071825,0
-3419759584302765406,6
-3419136801341087642,9
-3415206889100967494,1
-3414877313798021167,11
-3414584413699989772,10
-3414489027681739389,4
-3413925597314927381,9
-3412823157134643779,6
-3411071433901427728,6
-3410398680698363447,10
-3410378500080133704,9
-3409354710256513684,10
-3409210509854135497,7
-3408529773419932656,7
-3407322453435305884,4
-3406943119008246041,7
-3405216707862200214,5
-3405141012564405716,8
-3404384275523942642,7
-3404349037436373531,3
-3403195713613414415,8
-3402365083768411690,7
-3402213784738053783,6
-3400689909871246005,0
-3400281708623727206,11
-3398786563816067750,5
-3397983178976671610,3
-3397809204489754517,5
-3397689253257616759,8
-3397308385797941316,6
-3396137445227692894,8
-3394153111739504604,6
-3393955764093913858,4
-3393880565363047525,3
-3393442474340011677,5
-3391458027871078084,10
-3391319901796527117,7
-3390867313663712555,1
-3390603074932790648,1
-3389904431599467784,10
-3389605147156464826,11
-3388707590016575970,3
-3388525784534118855,4
-3387379872775055447,7
-3387327590617323684,9
-3386558976713399154,5
-3385849910825246878,6
-3385569883290555652,10
-3384039458576398365,10
-3383399197247344813,8
-3381591616178316795,6
-3381344429411380191,9
-3380897179257387786,6
-3380615779408915691,9
-3377098347429168500,9
-3376966615017152613,5
-3375498764215658033,7
-3374913498840351139,4
-3374885435899581953,7
-3374882087563508099,11
-3374683623677581089,7
-3372981697596699776,11
-3372153098310901495,7
-3371983113978016071,0
-3371579019751320743,9
-3370829242814227735,11
-3370100939718913021,11
-3369221370059764294,7
-3369103792285220716,7
-3368949942423479079,9
-3367822271504581724,8
-3367724035312196382,11
-3367198575012083450,3
-3366867827460996409,9
-3366314873440409251,0
-3365155781191064067,1
-3364818706828160191,1
-3363156422940607726,6
-3359870449275630184,5
-3357050972223079192,3
-3353214394560269969,11
-3352337094847398864,6
-3352316486663452690,7
-3351521148821486639,3
-3351044937394558164,11
-3348764811107447662,6
-3348672961789167113,0
-3347576428096446484,3
-3347442782110079230,5
-3346504496401038644,8
-3345453283031410036,10
-3344966791617743974,9
-3344111093752454899,0
-3340835122356834893,2
-3340777232073284502,11
-3339993641873399277,2
-3339486290854667965,8
-3338267221297835591,4
-3336995381983148455,7
-3336332634492188949,5
-3335985762822209667,10
-3335670356183661186,11
-3334890710594009341,6
-3334468769481113574,11
-3330333293031612628,11
-3329858335356620940,10
-3329838929862139732,0
-3327486539560734473,10
-3326736638873284880,2
-3326356352662106072,7
-3326332903334958489,0
-3325838659530569835,10
-3325526288812148840,3
-3325356308466169103,9
-3323970956660585289,6
-3323231521438224360,1
-3321518132881690549,7
-3320279412942013133,4
-3319440285823077520,7
-3319098117523728976,2
-3318595701779266613,7
-3318331575222026037,11
-3317868867137323634,4
-3316415803190016190,6
-3315534254845861182,9
-3315486580351574251,7
-3315161900051532486,6
-3314905077190529302,1
-3314731383022917928,6
-3313981513392751194,10
-3313967603707896230,11
